Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
KUBL9FS2,journalArticle,2014,"Fieo, Robert; Manly, Jennifer J.; Schupf, Nicole; Stern, Yaakov",Functional status in the young-old: establishing a working prototype of an extended-instrumental activities of daily living scale.,"The journals of gerontology. Series A, Biological sciences and medical sciences",,1758-535X 1079-5006,10.1093/gerona/glt167,,"BACKGROUND: Instrumental activities of daily living (IADLs) exhibit strong predictive power for the presence of dementia and mild cognitive impairment.  However, IADLs are often less effective in younger cohorts or in healthy  community-dwelling samples, presenting with large ceiling effects. This study aimed  to construct an IADL scale with an extended range. An effort was made to incorporate  leisure activity tasks that were more stimulating, and potentially more challenging,  into a set of traditional IADLs. METHODS: Beginning with a set of IADL and leisure  activity items, nonparametric item response theory methodology was used to construct  a scale with appropriate dimensionality, monotonicity, item discrimination power,  and scalability within a large cohort of young-old (aged 65-75). Dimensionality was  further scrutinized by principal component analysis of the residuals. The predictive  validity of the resulting scale for poor cognitive performance was evaluated using  logistic regression. RESULTS: A reliable (ρ = .73) unidimensional construct was  established, meeting the Mokken item response theory criteria of medium scalability.  Excluding demented participants, the adjusted model proved sensitive to relatively  subtle cognitive deficits; each additional task endorsed (nine-item scale)  significantly decreased the odds of being in the bottom quarter of composite domains  relating to processing speed (odds ratio = 0.73 [confidence interval: 0.56-0.97], p  < .05) and visuospatial ability (odds ratio = 0.70 [confidence interval: 0.73-0.87],  p < .01). CONCLUSIONS: A reliable extended-IADL scale was constructed meeting item  response theory assumptions relating to unidimensionality, monotonicity, and  invariant item ordering. The range of measurement extends well beyond traditional  IADL scales. Finally, the scale appears to be sensitive to cognitive differences  within the normal spectrum.",2014-06,19/08/2021 00:58,23/08/2021 22:29,,766-772,,6,69,,J Gerontol A Biol Sci Med Sci,,,,,,,,eng,"© The Author 2013. Published by Oxford University Press on behalf of The Gerontological Society of America. All rights reserved. For permissions, please  e-mail: journals.permissions@oup.com.",,,,,,PMID: 24149431  PMCID: PMC4049145,,,,Aged; Humans; Follow-Up Studies; Prognosis; *Aging; Retrospective Studies; Cognition/*physiology; Disability Evaluation; Leisure Activities/*psychology; Activities of Daily Living/*psychology; Cognitive aging; Functional performance; Motor Activity/*physiology; Successful aging.; Cognitive Dysfunction/*physiopathology/psychology/rehabilitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56E42EYW,journalArticle,2018,"Ng, Kwun Kei; Qiu, Yingwei; Lo, June Chi-Yan; Koay, Evelyn Siew-Chuan; Koh, Woon-Puay; Chee, Michael Wei-Liang; Zhou, Juan",Functional segregation loss over time is moderated by APOE genotype in healthy elderly.,Human brain mapping,,1097-0193 1065-9471,10.1002/hbm.24036,,"We investigated the influence of the apolipoprotein E-ɛ4 allele (APOE-ɛ4) on longitudinal age-related changes in brain functional connectivity (FC) and  cognition, in view of mixed cross-sectional findings. One hundred and twenty-two  healthy older adults (aged 58-79; 25 APOE-ɛ4 carriers) underwent task-free fMRI  scans at baseline. Seventy-eight (16 carriers) had at least one follow-up (every 2  years). Changes in intra- and internetwork FCs among the default mode (DMN),  executive control (ECN), and salience (SN) networks, as well as cognition, were  quantified using linear mixed models. Cross-sectionally, APOE-ɛ4 carriers had lower  functional connectivity between the ECN and SN than noncarriers. Carriers also  showed a stronger age-dependent decrease in visuospatial memory performance.  Longitudinally, carriers had steeper increase in inter-ECN-DMN FC, indicating loss  of functional segregation. The longitudinal change in processing speed performance  was not moderated by APOE-ɛ4 genotype, but the brain-cognition association was. In  younger elderly, faster loss of segregation was correlated with greater decline in  processing speed regardless of genotype. In older elderly, such relation remained  for noncarriers but reversed for carriers. APOE-ɛ4 may alter aging by accelerating  the change in segregation between high-level cognitive systems. Its modulation on  the longitudinal brain-cognition relationship was age-dependent.",2018-07,19/08/2021 00:58,23/08/2021 22:29,,2742-2752,,7,39,,Hum Brain Mapp,,,,,,,,eng,"© 2018 Wiley Periodicals, Inc.",,,,,,PMID: 29520911  PMCID: PMC6866329,,,,Aged; Humans; Middle Aged; Female; Male; Cross-Sectional Studies; Longitudinal Studies; Magnetic Resonance Imaging; Age Factors; *healthy aging; Cognition/*physiology; Nerve Net/diagnostic imaging/*physiology; Aging/genetics/*physiology; Apolipoproteins E/*genetics; *APOE-ɛ4; *functional MRI; *functional segregation; *intrinsic connectivity networks; *longitudinal study; Apolipoprotein E4/genetics; Connectome/*methods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVFRBAUP,journalArticle,2020,"Malagurski, Brigitta; Liem, Franziskus; Oschwald, Jessica; Mérillat, Susan; Jäncke, Lutz",Functional dedifferentiation of associative resting state networks in older adults - A longitudinal study.,NeuroImage,,1095-9572 1053-8119,10.1016/j.neuroimage.2020.116680,,"Healthy aging is associated with weaker functional connectivity within resting state brain networks and stronger functional interaction between these networks. This  phenomenon has been characterized as reduced functional segregation and has been  investigated mainly in cross-sectional studies. Here, we used a longitudinal dataset  which consisted of four occasions of resting state fMRI and psychometric cognitive  ability data, collected from a sample of healthy older adults (baseline N = 232, age  range: 64-87 y, age M = 70.8 y), to investigate the functional segregation of  several well-defined resting state networks encompassing the whole brain. We  characterized the ratio of within-network and between-network correlations via the  well-established segregation index. Our findings showed a decrease over a 4-year  interval in the functional segregation of the default mode, frontoparietal control  and salience ventral attention networks. In contrast, we showed an increase in the  segregation of the limbic network over the same interval. More importantly, the rate  of change in functional segregation of the frontoparietal control network was  associated with the rate of change in processing speed. These findings support the  hypothesis of functional dedifferentiation in healthy aging as well as its role in  cognitive function in elderly.",01/07/2020,19/08/2021 00:58,23/08/2021 22:29,,116680,,,214,,Neuroimage,,,,,,,,eng,Copyright © 2020 The Authors. Published by Elsevier Inc. All rights reserved.,,,,,,Place: United States PMID: 32105885,,,,"Aged; Humans; Middle Aged; Female; Male; Aged, 80 and over; Cross-Sectional Studies; Longitudinal Studies; *Healthy aging; Cognition/*physiology; Attention; Brain Mapping/methods; Brain/*physiopathology; Magnetic Resonance Imaging/methods; *Longitudinal study; *Brain networks; *Functional segregation; *Healthy Aging/pathology/physiology; *Processing speed; *Resting state fMRI; Default Mode Network/*physiopathology; Rest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLNM3PE3,journalArticle,2019,"Cruwys, Tegan; Haslam, Catherine; Steffens, Niklas K.; Haslam, S. Alexander; Fong, Polly; Lam, Ben C. P.",Friendships that money can buy: financial security protects health in retirement by enabling social connectedness.,BMC geriatrics,,1471-2318,10.1186/s12877-019-1281-1,,"BACKGROUND: Research on the health and wellbeing of retirees has tended to focus on financial security and financial planning. However, we suggest that one reason why  financial security is important for retirees is that it enables social  connectedness, which is critical for healthy ageing. METHODS: This paper tests this  hypothesis cross-sectionally (N = 3109) and longitudinally (N = 404) using a  population-weighted mixed effects mediation model in two nationally representative  samples of Australian retirees. RESULTS: Analyses provide robust support for our  model. Subjective financial security predicted retiree health cross-sectionally and  longitudinally. Social connectedness also consistently predicted mental health and  physical health, on average four times more strongly than financial security.  Furthermore, social connectedness partially accounted for the protective effect of  subjective financial security. CONCLUSIONS: We discuss the implications of these  findings for public health, with a particular emphasis on how social connectedness  can be better supported for people transitioning to retirement.",21/11/2019,19/08/2021 00:58,23/08/2021 22:29,,319,,1,19,,BMC Geriatr,,,,,,,,eng,,,,,,,PMID: 31752692  PMCID: PMC6868702,,,,"Aged; Humans; Middle Aged; Female; Male; Aged, 80 and over; Cross-Sectional Studies; Health Status; Longitudinal Studies; Australia; *Retirement; *Healthy ageing; *Mental health; *Belonging; *Income; *Loneliness; *Psychological Distance; *Social capital; *Social determinants; Friends; Retirement/*economics/*psychology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRVTISQQ,journalArticle,2021,"González-Bautista, E.; de Souto Barreto, P.; Virecoulon Giudici, K.; Andrieu, S.; Rolland, Y.; Vellas, B.",Frequency of Conditions Associated with Declines in Intrinsic Capacity According to a Screening Tool in the Context of Integrated Care for Older People.,The Journal of frailty & aging,,2260-1341,10.14283/jfa.2020.42,,"BACKGROUND: The screening tool of the Integrated Care for Older People (ICOPE Step 1), designed to detect declines in the domains of intrinsic capacity, has been  incipiently investigated in older adult populations. OBJECTIVES: To retrospectively  estimate the frequency of priority conditions associated with declines in intrinsic  capacity according to an adaptation of the screening tool ICOPE Step 1 among  participants of the Multidomain Alzheimer Preventive Trial (MAPT). DESIGN: A  cross-sectional retrospective analysis from the baseline assessment of the MAPT.  SETTING: The data was gathered during a preventive consultation for cardiovascular  risk factors in memory clinics in France. PARTICIPANTS: Seven hundred fifty-nine  older adults aged 70-89 years with memory complaints, allocated to the multidomain  groups of the MAPT study. MEASUREMENTS: Five domains of intrinsic capacity  (cognition, locomotion, nutrition, sensorial, and psychological) were assessed using  a screening tool similar to the ICOPE Step 1 (MAPT Step 1). The frequency of six  conditions associated with declines in intrinsic capacity (cognitive decline,  limited mobility, malnutrition, visual impairment, hearing loss, and depressive  symptoms) was obtained for older adults with memory complaints participating in the  MAPT study. RESULTS: Overall, 89.3% of the participants had one or more conditions  associated with declines in intrinsic capacity. The overall frequency of each  condition was: 52.2% for cognitive decline, 20.2% for limited mobility, 6.6% for  malnutrition, 18.1% for visual impairment, 56.2% for hearing loss, and 39% for  depressive symptoms. CONCLUSION: After being screened with an adaptation of the  ICOPE step 1 (MAPT step 1) tool, 9/10 older adults had one or more conditions  associated with declines in intrinsic capacity. The relative frequency differs  across conditions and could probably be lower in a population without memory  complaints. The frequency of screened conditions associated with declines in IC  highlights how relevant it is to develop function-centered care modalities to  promote healthy aging.",2021,19/08/2021 00:58,23/08/2021 22:29,,94-102,,2,10,,J Frailty Aging,,,,,,,,eng,,,,,,,Place: France PMID: 33575697,,,,"Aged; Humans; Risk Factors; Aged, 80 and over; Cross-Sectional Studies; Retrospective Studies; older adults; Intrinsic capacity; integrated care; *Cognitive Dysfunction/diagnosis/epidemiology; *Delivery of Health Care, Integrated; *Geriatric Assessment; *Mass Screening/methods; France/epidemiology; physical functions; screening",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DXKV4CXP,journalArticle,2011,"Brenes-Camacho, Gilbert",Favourable changes in economic well-being and self-rated health among the elderly.,Social science & medicine (1982),,1873-5347 0277-9536,10.1016/j.socscimed.2011.02.027,,"Adverse economic shocks exert an influence on health perceptions, but little is known about the effect of sudden positive changes in a person's financial situation  on self-rated health, particularly among low income people. This paper explores the  association between an increase in the amount of non-contribution pensions, public  cash transfers given to Costa Rican elderly of low socio-economic status (SES) and  changes in self-rated health over time. The analysis is based on data from CRELES,  the ""Costa Rican Study on Longevity and Healthy Aging"", which is based on a  probabilistic sample of people born in 1945 or earlier, and living in Costa Rica by  2002. The fieldwork for the first and second waves of CRELES was conducted from 2004  to 2006, and from 2006 to 2008, respectively. The Costa Rican Government raised the  amount of the non-contribution pension for the poor 100% before July 2007, and an  additional 100% after that date. Due to the CRELES fieldwork schedule, the data have  a natural quasi-experimental design, given that approximately half of CRELES  respondents were interviewed before July 2007, independently of their status in  receiving the public cash transfers. Using random effects ordered probit regression  models, we find that people who experienced such increase report a greater  improvement in self-rated health between waves than those who experienced a smaller  increase and than the rest of the interviewees. Results suggest that increases in  income may lead to a greater improvement in self-rated health.",2011-04,19/08/2021 00:58,23/08/2021 22:29,,1228-1235,,8,72,,Soc Sci Med,,,,,,,,eng,Copyright © 2011 Elsevier Ltd. All rights reserved.,,,,,,PMID: 21440352  PMCID: PMC3084457,,,,Aged; Humans; Middle Aged; Female; Male; Longitudinal Studies; Regression Analysis; Interviews as Topic; Self Report; *Social Class; *Health Status; *Personal Satisfaction; Costa Rica; *Pensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRABKZIL,journalArticle,2013,"Mitchell, Rebecca J.; Close, Jacqui; Cameron, Ian D.; Lord, Stephen",Fall-related sub-acute and non-acute care and hospitalised rehabilitation episodes of care: what is the injury burden?,Australian health review : a publication of the Australian Hospital Association,,0156-5788,10.1071/AH12031,,"BACKGROUND: Falls are the leading cause of injury in older people. Rehabilitation services can assist individuals to improve mobility and function after sustaining a  fall-related injury. However, the true effect of fall-related injury resulting in  hospitalisation is often underestimated because of failure to consider sub-acute and  non-acute care provided following the acute hospitalisation episode. AIM: This study  aims to describe the sub-acute and non-acute health service use of individuals  hospitalised in New South Wales (NSW), Australia for a fall-related injury during  2000-01 to 2008-09, to examine the burden of fall-related inpatient rehabilitation  hospital admissions from 1998-99 to 2010-11 and to estimate future demand for  fall-related inpatient rehabilitation admissions in NSW to 2020. METHOD:  Retrospective review of sub-acute and non-acute records linked to hospital admission  records during 2001-02 to 2008-09 in NSW. Analysis of temporal trends from 1998-99  to 2010-11 and projections to 2020 for rehabilitation-related (ICD-10-AM: Z47, Z48,  Z50, Z75.1) inpatient hospital admissions. RESULTS: There were 4317 individuals with  a fall-related injury admitted to hospital and subsequently admitted for sub-acute  and non-acute care; 84% of these were aged 65+ years; 70.4% were female and 27.2%  had femur fractures. For the rehabilitation-related admissions, total mean  functional independence measure (FIM) scores improved significantly (from 78.4 to  94.6; P<0.0001) between admission and discharge. Fall-related inpatient  rehabilitation episodes increased by 9.1% each year between 1998 and 2011 for  individuals aged 65 years and older and are projected to rise to 50000 admissions  annually by 2020. CONCLUSION: This is the first study to provide an epidemiological  profile of individuals using sub-acute and non-acute care in NSW using linked data.  Improvements in data validity and reliability would enhance the quality of the  sub-acute and non-acute care data and its ability to be used to inform resource use  in this sector. The examination of temporal trends using only the inpatient hospital  admissions provides a guide for resource implications for inpatient rehabilitation  services. What is known about this topic? Fall-related injuries that result in  inpatient hospital admissions are increasing in Australia. However, the extent of  the effect of fall-related injuries in the sub-acute and non-acute sector remains  unknown, due to data limitations. What does this paper add? Provides the first  epidemiological profile of individuals who fall and go on to use sub-acute and  non-acute care in NSW using linked data. It highlights where improvements in data  quality in the sub-acute and non-acute care data could be made to improve their  usefulness to inform resource use in this sector. What are the implications for  clinicians? Fall injury prevention and healthy ageing strategies for older  individuals remain a priority for clinicians. The current and projected future  resource implications for inpatient rehabilitation and follow-up services provide an  indication for clinicians of future demand in this area as the population ages.  However, data quality needs to improve to provide clinicians with strongly relevant  guidance to inform clinical practice.",2013-06,19/08/2021 00:58,23/08/2021 22:29,,348-355,,3,37,,Aust Health Rev,,,,,,,,eng,,,,,,,Place: Australia PMID: 23651495,,,,"Aged; Humans; Middle Aged; Female; Male; Aged, 80 and over; Retrospective Studies; New South Wales/epidemiology; Accidental Falls/*statistics & numerical data; *Activities of Daily Living; Cost of Illness; *Episode of Care; Medical Record Linkage; Patient Admission; Wounds and Injuries/epidemiology/etiology/*rehabilitation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFPKHAGQ,journalArticle,2020,"Inacio, Maria C.; Amare, Azmeraw T.; Whitehead, Craig; Bray, Sarah C. E.; Corlis, Megan; Visvanathan, Renuka; Wesselingh, Steve",Factors associated with accessing aged care services in Australia after approval for services: Findings from the historical cohort of the Registry of Senior Australians.,Australasian journal on ageing,,1741-6612 1440-6381,10.1111/ajag.12760,,"OBJECTIVE: To evaluate the access of approved aged care services and factors associated with accessing these services. METHODS: A retrospective cohort study was  conducted (1/7/2003-30/6/2013). The incidence of accessing permanent residential,  home and respite care services within one year or transition care within 28 days of  approval was evaluated. The association of participants' socio-demographic  characteristics, limitations, health conditions and assessment characteristics with  service use was evaluated. RESULTS: In 799 750 older Australians, the incidence of  accessing approved permanent residential care within one year was 70.9% (95%  confidence interval [CI] 70.8%-71.0%), home care 49.5% (95% CI 49.3%-49.7%) and  respite 41.8% (95% CI 41.7%-41.9%). The incidence of accessing transition care at  28 days was 78.5% (95% CI 78.2%-78.7%). Aged care seekers', assessments' and  assessors' characteristics are associated with service access. CONCLUSION:  Monitoring the use of aged care service approvals is necessary for the  identification of service access barriers to support evidence-based policy changes.",2020-09,19/08/2021 00:58,23/08/2021 22:29,,e382-e392,,3,39,,Australas J Ageing,,,,,,,,eng,"© 2019 The Authors. Australasian Journal on Ageing published by John Wiley & Sons Australia, Ltd on behalf of AJA Inc.",,,,,,PMID: 31975527  PMCID: PMC7687099,,,,Aged; Humans; Australia/epidemiology; Retrospective Studies; *Home Care Services; aged care; Delivery of Health Care; healthy ageing; home care; Registries; registry; residential aged care; respite care; transition care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YNQD5VYP,journalArticle,2014,"Kim, Jong In; Kim, Gukbin","Factors affecting the survival probability of becoming a centenarian for those aged 70, based on the human mortality database: income, health expenditure, telephone,  and sanitation.",BMC geriatrics,,1471-2318,10.1186/1471-2318-14-113,,"BACKGROUND: What are the factors that affect the survival probability of becoming a centenarian for those aged 70? Do the factors include income, health expenditure,  the use of mobile telephones, or sanitation? The survival probability of becoming a  centenarian (SPBC) is defined as an estimate of the production of centenarians by a  population. The SPBC (70) is the survival probability of becoming a centenarian for  those aged 70. This study estimates the associations between the SPBC (70), and the  gross national income, health expenditure, telecommunications, and sanitation  facilities in 32 countries. METHODS: The socioeconomic indicators for this study  were obtained from the database of the United Nations Development Programme. In  addition, the data for the analysis of centenarians in 32 countries were obtained  from the Human Mortality Database, which is maintained by the Department of  Demography at the University of California, Berkeley, USA, and the Max Planck  Institute for Demographic Research in Rostock, Germany. Associations between  socioeconomic indicators and SPBC (70) were assessed using Pearson's correlation  coefficients and multiple regression models. RESULTS: Significant positive  correlations were found between the SPBC (70), and the socioeconomic factors of  gross national income (GNI), public expenditure on health as a percentage of gross  domestic product (PEHGDP), fixed and mobile telephone subscribers (FMTS) as the  standard of living, and improved sanitation facilities (ISF). Overall, the SPBC (70)  of female and male predictors were used, in order to form a model production of  centenarians, with higher GNI and PEHGDP, as well as higher FMTS and ISF as the  socioeconomic factors (R²= 0.422, P< 0.001). CONCLUSIONS: The socioeconomic level in  all 32 countries appears to have an important latent effect on the production of  centenarians in both females and males. This study has identified the following four  important aspects of socioeconomic indicators in the survival probability of  becoming a centenarian for those aged 70: higher overall economic development level,  public expenditure on health, mobile telephone subscribers as the standard of  living, and the use of improved sanitation facilities for healthy aging. Thus, the  socioeconomic level seems to affect an important on the survival probability of  becoming a centenarian.",21/10/2014,19/08/2021 00:58,23/08/2021 22:29,,113,,,14,,BMC Geriatr,,,,,,,,eng,,,,,,,PMID: 25332111  PMCID: PMC4216852,,,,"Aged; Humans; Female; Male; Aged, 80 and over; Socioeconomic Factors; Global Health; Retrospective Studies; Longevity/*physiology; Life Expectancy/*trends; *Quality of Life; Income/*statistics & numerical data; Mortality/trends; Health Expenditures/*standards; Sanitation/*standards; Telephone/*statistics & numerical data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2V24BMPU,journalArticle,2009,"Kirkland, Susan A.; Raina, Parminder S.; Wolfson, Christina; Strople, Geoff; Kits, Olga; Dukeshire, Steven; Angus, Camille L.; Szala-Meneok, Karen; Uniat, Jennifer; Keshavarz, Homa; Furlini, Linda; Pelletier, Amélie",Exploring the acceptability and feasibility of conducting a large longitudinal population-based study in Canada.,Canadian journal on aging = La revue canadienne du vieillissement,,0714-9808,10.1017/S0714980809990043,,"ABSTRACTSuccessful recruitment and retention for population-based longitudinal studies requires understanding facilitators and barriers to participation. This  study explored Canadians' views regarding one such study, the proposed Canadian  Longitudinal Study on Aging (CLSA). Focus groups of participants > or =40 years of  age were held in six proposed CLSA data collection sites (Halifax, Montreal,  Hamilton, Winnipeg, Calgary, and Vancouver) to discuss participating in a long-term  study of healthy aging. There was fundamental support for longitudinal research on  health and aging. Altruism was a key motivation to participation, and universities  were viewed as credible parties to conduct such studies. Participants had few  worries about providing biological samples but expressed concern about potential  misuse of genetic materials, commercialization of participant data, and privacy  issues. These findings have already informed current, and will inform future, work  on the CLSA, and will also provide useful information to researchers who undertake  other population-based longitudinal studies.",2009-09,19/08/2021 00:58,23/08/2021 22:29,,231-242,,3,28,,Can J Aging,,,,,,,,eng,,,,,,,Place: Canada PMID: 19860978,,,,"Aged; Humans; Middle Aged; Female; Male; Aging; Aged, 80 and over; Attitude to Health; Research Support as Topic; Canada; Patient Selection; *Epidemiologic Research Design; Motivation; *Longitudinal Studies; *Research Subjects; Altruism; Confidentiality; Data Collection; Focus Groups; Genetic Privacy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCMYXW47,journalArticle,2020,"Gutman, Danielle; Rivkin, Elina; Fadida, Almog; Sharvit, Lital; Hermush, Vered; Rubin, Elad; Kirshner, Dani; Sabin, Irina; Dwolatzky, Tzvi; Atzmon, Gil",Exceptionally Long-Lived Individuals (ELLI) Demonstrate Slower Aging Rate Calculated by DNA Methylation Clocks as Possible Modulators for Healthy Longevity.,International journal of molecular sciences,,1422-0067,10.3390/ijms21020615,,"Exceptionally long-lived individuals (ELLI) who are the focus of many healthy longevity studies around the globe are now being studied in Israel. The Israeli  Multi-Ethnic Centenarian Study (IMECS) cohort is utilized here for assessment of  various DNA methylation clocks. Thorough phenotypic characterization and whole blood  samples were obtained from ELLI, offspring of ELLI, and controls aged 53-87 with no  familial exceptional longevity. DNA methylation was assessed using Illumina  MethylationEPIC Beadchip and applied to DNAm age online tool for age and telomere  length predictions. Relative telomere length was assessed using qPCR T/S  (Telomere/Single copy gene) ratios. ELLI demonstrated juvenile performance in DNAm  age clocks and overall methylation measurement, with preserved cognition and  relative telomere length. Our findings suggest a favorable DNA methylation profile  in ELLI enabling a slower rate of aging in those individuals in comparison to  controls. It is possible that DNA methylation is a key modulator of the rate of  aging and thus the ELLI DNAm profile promotes healthy longevity.",17/01/2020,19/08/2021 00:58,23/08/2021 22:29,,,,2,21,,Int J Mol Sci,,,,,,,,eng,,,,,,,PMID: 31963520  PMCID: PMC7013521,,,,"Aged; Humans; Middle Aged; Female; Male; Aged, 80 and over; Cohort Studies; healthy aging; *Algorithms; *DNA Methylation; *Epigenesis, Genetic; Aging/*genetics; centenarians; DNA methylation; epigenetic clocks; Longevity/*genetics; telomere length; Telomere/*genetics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCAPZQE4,journalArticle,2013,"Specht, Jule; Egloff, Boris; Schmukle, Stefan C.","Everything under control? The effects of age, gender, and education on trajectories of perceived control in a nationally representative German sample.",Developmental psychology,,1939-0599 0012-1649,10.1037/a0028243,,"Perceived control is an important variable for various demands involved in successful aging. However, perceived control is not set in stone but rather changes  throughout the life course. The aim of this study was to identify cross-sectional  age differences and longitudinal mean-level changes as well as rank-order changes in  perceived control with respect to gender and education. Furthermore, changes in  income and health were analyzed to explain trajectories of perceived control. In a  large and representative sample of Germans across all of adulthood, 9,484  individuals gave information about their perceived control twice over a period of 6  years. Using locally weighted smoothing (LOESS) curves and latent structural  equation modeling, four main findings were revealed: (a) Perceived control increased  until ages 30-40, then decreased until about age 60, and increased slightly  afterwards. (b) The rank order of individuals in perceived control was relatively  unstable, especially in young adulthood, and reached a plateau at about age 40. (c)  Men perceived that they had more control than did women, but there were no gender  differences in the development of perceived control. (d) Individuals with more  education perceived that they had more control than those with less education, and  there were slight differences in the development of perceived control dependent on  education. Taken together, these findings offer important insights into the  development of perceived control across the life span.",2013-02,19/08/2021 00:58,23/08/2021 22:29,,353-364,,2,49,,Dev Psychol,,,,,,,,eng,"(c) 2013 APA, all rights reserved.",,,,,,Place: United States PMID: 22545833,,,,"Aged; Humans; Middle Aged; Female; Male; Adolescent; Adult; Longitudinal Studies; Reference Values; Germany; Young Adult; Aging/*psychology; *Educational Status; Self Concept; *Sex Characteristics; *Perception; Models, Statistical; Mental Processes/*physiology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMYMI4C9,journalArticle,2020,"Sutin, Angelina R.; Stephan, Yannick; Aschwanden, Damaris; Luchetti, Martina; Strickhouser, Jason E.; Terracciano, Antonio",Evaluations of a Previous Day as a Pathway Between Personality and Healthy Cognitive Aging.,Journal of aging and health,,1552-6887 0898-2643,10.1177/0898264319843451,,"Objective: To examine the association between Five-Factor Model personality traits and how individuals evaluate a recent day in their lives (yesterday) and whether  these evaluations mediate personality and cognitive function over time. Methods:  Participants were a subsample from the Health and Retirement Study who completed  personality measures in 2008/2010, the day evaluation in 2011, and cognitive tasks  in 2012 (N = 3,454). Results: Lower Neuroticism and Higher Extraversion, Openness,  Agreeableness, and Conscientiousness were associated with a more engaging day, fewer  negative feelings, better subjective health, and less time spent alone. Active  engagement and subjective health were associated with cognitive function and  mediated the prospective associations between Neuroticism, Openness, and  Conscientiousness and cognitive function. Discussion: Personality is associated with  how individuals evaluated their previous day, which contributes to cognition over  time. The present research contributes to a mechanistic model that aims to identify  pathways through which personality contributes to cognitive aging.",2020-09,19/08/2021 00:58,23/08/2021 22:29,,642-653,,07-ago,32,,J Aging Health,,,,,,,,eng,,,,,,,PMID: 31030604  PMCID: PMC7011188,,,,Aged; Humans; Female; Male; Emotions; Prospective Studies; Health Status Disparities; *cognition; Cognitive Aging/*physiology; Self Concept; Healthy Aging/*psychology; Self-Assessment; *Diagnostic Self Evaluation; *self-rated health; *activity; *alone; *day reconstruction; *Five-Factor Model; *Personality; Retirement/*psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
